,DOW,LKNAME,CTY,NEAREST_TOWN,SURVEYTYPE,SURVEYDATE,black bullhead_GN,black bullhead_TN,brown bullhead_GN,brown bullhead_TN,yellow bullhead_GN,yellow bullhead_TN,bigmouth buffalo_GN,bigmouth buffalo_TN,black crappie_GN,black crappie_TN,bluegill_GN,bluegill_TN,largemouth bass_GN,largemouth bass_TN,northern pike_GN,northern pike_TN,walleye_GN,walleye_TN,white crappie_GN,white crappie_TN,white sucker_GN,white sucker_TN,yellow perch_GN,yellow perch_TN,common carp_GN,common carp_TN,highfin carpsucker_TN,river carpsucker_GN,river carpsucker_TN,DOWLKNUM,Sorder1,Sorder2,Sorder3,Sorder4,Sorder5,Sorder6,Sorderout,notes,exclude,PWATER,PDEVL,PBARE,PFOR,PGRASS,PAG,PWET,PMISC,X.LK_AREA.,X.LK_PERIM.,depthft,LAKE_NAME,SchuppLAKE_CLASS,UTMeasting,UTMnorthing,HUC04,MAJOR,CATCH_ID,watershed.acres.,dow,fish_date,BHD_TN,BLG_TN,CAP_GN,CRP_TN,NOP_GN,WAE_GN,YEP_GN,veg_date,veg_rich,S_rich,utmx,utmy,ecoreg,shedaream2,depthm,aream2,phuman,sdi,secchim,ln_shedaream2,ln_aream2
35,10001900,Bavaria,Carver,Victoria                      ,Re-Survey,24-Jul-95,0.12231,0,0.3915279,0,1.9520676,0.6212895,0,0,0,0.1565568,1.4949,3.4053822,0.1734084,0.0483804,8.8936584,0,0,0,0,0,0.1209057,0,0.1266588,0.05436,0.3180513,0,0,0,0,10001900,0,0,0,0,0,0,0,,NA,0.178854875,0.242063492,0,0.113945578,0.011337869,0.449546485,0.004251701,0,166.46,13170.26,65.8,Bavaria,24,449350,4965000,702,33,3.31E+14,828.4047821,10001900,7/8/02,1.134825633,2.027585418,0,0.269259663,15.56706991,0,0,7/4/02,16,10,449418,4965060,eastern temperate forests,3352448.623,20.05584,673599.847,0.691609977,1.377342557,1.939565217,15.02520157,13.42039151
36,10004500,Steiger,Carver,Victoria                      ,Re-Survey,6-Jul-98,0.31257,0.1151073,0,0.1056396,0.6203382,0.2852994,0,0,0.9303714,1.388898,0.65232,5.0656272,0.2436687,0.9257508,20.2495077,0.0528198,3.0865608,0,0,0,0.5112558,0,0.030351,0.0059796,0,0.3104409,0,0,0,10004500,2945.1453,1205.57655,0,0,0,0,2,,NA,0.192790115,0.331519191,0,0.197275279,0.042287104,0.192288724,0.043839587,0,165.88,12035.54,36.8,Steiger,24,447953,4968317.3,701,20,2.01E+14,826.3538992,10004500,7/6/98,0.352570348,3.031375944,0,1.4719033,21.17842601,3.214436145,0.030092434,7/6/98,21,14,447920,4968360,eastern temperate forests,3344148.961,11.21664,671293.1368,0.523807915,1.263346126,1.754489796,15.0227228,13.41696119
37,10004800,Wassermann,Carver,Victoria                      ,Re-Survey,17-Aug-99,8.68401,0.034881,0,0.251415,0,0.4918674,0,0,1.021515,0.8965323,0.00453,0.3321396,0,0.0508266,2.077005,0.7458192,0,0,0,0,0.01359,0.0174405,0.3975075,0.0159456,18.076965,2.4206508,0,0,0,10004800,2687.8146,9668.94131,0,0,0,0,2,,NA,0.176738465,0.096390127,0,0.155746574,0.011050762,0.46914599,0.090928082,0,164.33,11570.69,40.9,Wassermann,24,446752,4965600.7,701,20,2.01E+14,2879.859532,10004800,8/17/99,0.49800587,0.327211152,20.22463806,1.002915519,2.249987537,0,0.399423047,9/16/99,10,5,446688,4965560,eastern temperate forests,11654424.66,12.46632,665951.2816,0.565536117,1.218334366,0.88027027,16.27119647,13.4089718
38,10005200,Reitz,Carver,Coney Island                  ,Re-Survey,23-Jul-93,1.95696,2.4968454,0,0,0.1812,0.860247,5.436,0.7585032,0.989805,2.4915,0,0.2111886,0,0.4461597,2.8086,2.0966652,0,0,0,0,0,0,0.19026,0,5.18232,3.3048162,0,0,0,10005200,213.79284,3287.2135,0,0,0,0,2,,NA,0.178002894,0.076700434,0,0.164013507,0.05065123,0.503135552,0.027496382,0,91.99,11042.1,35,Reitz,30,440861,4965273.4,702,33,3.31E+14,462.7063267,10005200,7/23/93,2.717114232,0.192014194,5.563373066,2.105687676,3.552379378,0,0.173973038,9/1/93,11,1,441004,4965320,eastern temperate forests,1872513.56,10.668,374010.8012,0.579835987,1.544062488,1.510619048,14.44279224,12.83203996
39,10005900,Waconia,Carver,Waconia                       ,Re-Survey,27-Jul-98,1.458207,0.4880169,0,0,0.989352,0.6964875,0,0,1.11891,0.41676,0.154926,1.0734741,0.014949,0.3180513,1.7667,0.2718,10.958976,0.9002016,0,0,0,0,0.67044,0.1664775,1.721853,3.9050412,0,0,0,10005900,20766.91018,1296.5754,0,0,0,0,1,,NA,0.322878922,0.068874002,0.000103098,0.090077614,0.007001456,0.429193138,0.081871771,0,3075.24,57510.55,37,Waconia,27,437963,4968698.7,702,33,3.31E+14,10789.2818,10005900,7/27/98,0.978102064,1.108715546,1.443106213,0.459858014,1.738956832,10.76659406,0.65778365,7/27/98,19,13,438076,4968660,eastern temperate forests,43662848.98,11.2776,12465502.39,0.49806714,1.398999669,1.990789474,17.59200816,16.33847558
40,10008800,Hydes,Carver,Young America (subdivision)   ,Re-Survey,24-Jul-95,7.6326876,3.5564124,0,0,0,0.0089694,0,0.9228516,1.3165992,5.1779712,1.8228267,4.3009632,0.0577575,0.7792053,19.589985,3.4335135,2.7131076,0.2636007,0,0,0,0,0.1506225,0,0,4.066128,0,0,0,10008800,2869.87313,0,0,0,0,0,1,,NA,0.359060403,0.060402685,0,0.067114094,0.002237137,0.502982849,0.008202834,0,222.89,13151.79,18,Hydes,24,430834,4962817.9,702,33,3.31E+14,596.1343922,10008800,7/24/95,3.027328932,3.278468236,0,2.815055821,20.57615629,2.581330792,0.136224429,7/24/95,8,5,430832,4962820,eastern temperate forests,2412479.944,5.4864,902004.6254,0.563385533,1.190251053,1.214657534,14.6961658,13.71237493
41,10008900,Goose,Carver,Waconia                       ,Re-Survey,21-Aug-95,13.33632,39.1553721,0.1506225,0.139524,0,0,0,0,0,0.0264099,0,0.0717552,4.4444736,6.2046504,0.1426497,0.4205652,0,0,0,0,0,0,0.0662739,0,0.4077,0.2614716,0,0,0,10008900,7514.09553,0,0,0,0,0,0,,NA,0.132656475,0.04427107,0,0.105995307,0.013671786,0.63175099,0.071654373,0,NA,NA,10,Goose,43,433784,4970755,702,33,3.31E+14,3242.532123,10008900,8/21/95,3.114472593,0.066208971,0.409007735,0.025418677,0.116201008,0,0.062687748,8/21/95,15,6,433550,4970790,eastern temperate forests,13122114.44,3.048,1199691.647,0.67602206,2.006107278,0.469013158,16.38980949,13.99757512
43,13002700,South Center,Chisago,Lindstrom                     ,Re-Survey,25-Jul-05,2.4915,0.11778,0.1132047,0.1823778,0.0279048,0.1913472,0,0,5.2653096,1.5104832,2.5764375,3.014715,0.0816306,0.0496488,4.8793536,1.6468362,4.382775,1.122987,0,0,0,0,0.1922985,0,0,0.6783675,0,0,0,13002700,34652.00206,17759.85458,1037.23282,0,0,0,3,,NA,0.124131228,0.081616718,0,0.166813382,0.012685115,0.512094194,0.102659363,0,831.09,62397.56,105.3,South Center,25,513952,5025084.2,703,37,3.70E+14,10749.94495,13002700,8/9/10,0.618085115,3.440586836,2.788430048,0.951796484,3.670792782,3.040540784,0.054871414,8/9/10,22,14,513921,5025050,eastern temperate forests,43503657.78,32.09544,3633392.314,0.593710911,3.231969923,1.218962766,17.58835558,15.10567729
44,13004100,Green,Chisago,Chisago City                  ,Re-Survey,22-Jul-96,0.587088,0.066138,0,0.222876,0.0326613,0.015855,0,0,0.8423082,0.535899,0.668628,1.090824,0.222876,0,5.8919445,0.96489,4.1365242,0.948582,0,0,0.3644838,2.352882,0.007248,0.006342,3.4748724,0.908718,0,0,0,13004100,2939.55134,0,0,0,0,0,0,,NA,0.315697687,0.105494927,0,0.135554709,0.020862353,0.379907018,0.042483306,0,NA,NA,32,Green,24,507536,5021324.6,703,37,3.70E+14,5881.912506,13004100,7/24/06,0.116783502,0.337345031,0,0.504662154,6.344349257,3.679970052,0.096250393,7/24/06,34,16,507795,5021120,eastern temperate forests,23803350.61,9.7536,7322631.296,0.485401945,2.771533094,1.723185444,16.98533691,15.80648029
45,13004100,Green,Chisago,Chisago City                  ,Re-Survey,24-Jul-06,0.0653679,0.0612456,1.0054335,0.65232,0.0266364,0.059796,0,0,2.4990651,2.156733,2.7837303,2.2273104,0.2943141,0.3625359,7.7756544,1.0624209,3.7615761,0.7226709,0,0,0.0637371,0.101472,0.0868401,0.0041223,0,1.320948,0,0,0,13004100,2939.55134,0,0,0,0,0,0,,NA,0.315697687,0.105494927,0,0.135554709,0.020862353,0.379907018,0.042483306,0,NA,NA,32,Green,24,507536,5021324.6,703,37,3.70E+14,5881.912506,13004100,7/24/06,0.116783502,0.337345031,0,0.504662154,6.344349257,3.679970052,0.096250393,7/24/06,34,16,507795,5021120,eastern temperate forests,23803350.61,9.7536,7322631.296,0.485401945,2.771533094,1.723185444,16.98533691,15.80648029
46,13007200,Neander,Chisago,Harris                        ,Re-Survey,18-Aug-08,20.0226,0,0,0.1319136,0,0,0,0,0,1.18233,0,0.7751736,0,0.0837144,0,0.6936336,0,0,0,0,0,0.0373725,0,0.030351,0,0.6921387,0,0,0,13007200,4684.97584,11931.48386,0,0,0,0,2,,NA,0.058670564,0.05433769,0.000215593,0.253838088,0.068015212,0.441025608,0.123897246,0,NA,NA,17,Neander,40,496251,5052589.5,703,37,3.70E+14,5294.658416,13007200,8/18/08,0,0.623545358,0,1.150979226,0,0,0,8/18/08,19,7,496241,5052550,eastern temperate forests,21426808.12,5.1816,229254.619,0.495363297,1.223134659,0.477833333,16.88015341,12.34258854
47,13007400,Mandall,Chisago,Stark (Chisago)               ,Re-Survey,16-Jul-01,8.76555,2.0150346,0,0.2033064,0.274065,1.239861,0,0,0.00453,4.3988112,0.09513,2.4462,0,0.76104,3.79161,1.1942892,0,0.1320495,0,0.0308946,1.773495,0.9151506,0.34428,0.0358776,0,1.0843008,0,0,0,13007400,17869.27466,5963.77601,5038.84607,0,0,0,3,,NA,0.041583666,0.054634468,0,0.219213092,0.064094073,0.53934583,0.081128871,0,46.81,6830.92,20,Mandall,30,493372,5050043.2,703,37,3.70E+14,3302.723548,13007400,7/16/01,0.868614116,1.137342003,0,2.521510388,3.550018386,0,0.327078564,7/20/01,31,9,493378,5050050,eastern temperate forests,13365701.46,6.096,189473.9852,0.593980298,1.355851628,1.714642857,16.40820239,12.15200701
48,13007900,Rabour,Chisago,Stark (Chisago)               ,Re-Survey,16-Jul-01,6.6591,2.1308214,0,0.7566912,0,0.2902824,0,0,0.38505,0.4528188,1.70328,2.6773659,0,0.0687654,1.2231,0.3171,2.64552,0.4743816,0,0,0.57531,1.095354,0.76104,0.050283,0,5.44053,0,0,0,13007900,4480.81635,2125.85529,0,0,0,0,1,,NA,0.038870643,0.060697563,0,0.201247613,0.042527835,0.577729434,0.078926912,0,51.59,7049.82,42.4,Rabour,30,493578,5049316,703,37,3.70E+14,1473.203537,13007900,7/16/01,0.63987599,0.708587505,0,0.210544703,1.192152862,2.448440017,0.740572945,7/16/01,22,8,493606,5049340,eastern temperate forests,5961867.043,12.92352,208777.5074,0.638426998,1.331393872,1.568548387,15.60089425,12.24902441
49,13008300,Goose,Chisago,Stark (Chisago)               ,Re-Survey,15-Jul-02,13.6777914,0.322536,0,0,0,0.3064092,0,0,0.1768512,0.2431704,0.3624,0.5110293,0,0,6.4018413,0.7861815,4.40316,0.3779832,0,0,1.6112304,0,0.2825361,0.0209286,0,0.2910072,0,0,0,13008300,43342.74895,9587.47704,13262.72166,0,0,0,3,,NA,0.09063694,0.055937377,0,0.229369568,0.065523945,0.465503082,0.093029087,0,NA,NA,55,Goose,24,493858,5053185.8,703,37,3.70E+14,9316.44214,13008300,7/15/02,0.587350883,0.406228054,0,0.248506431,6.070146325,4.26508491,0.25814767,7/19/02,33,14,493887,5053380,eastern temperate forests,37702454.52,16.764,2911351.553,0.52144046,2.06470498,1.240635786,17.44523576,14.88412798
50,17002200,Cottonwood,Cottonwood,Windom                        ,Re-Survey,20-Jul-98,8.8301025,5.13702,0,0,0,0.0668175,0,0,0.26274,0.34428,0,0.79728,0,0,0,0.0518232,0.5436,0.7267479,0,0,0,0.7295112,0.5266125,0.12231,6.8799375,2.21517,0,0,0,17002200,8533.24259,5735.42126,0,0,0,0,2,,NA,0.093606393,0.068117149,0.003186942,0.000784069,0.087692982,0.726246274,0.020366192,0,154.97,18328.26,13.8,Cottonwood,43,331395,4860608.7,710,51,5.10E+14,2565.108117,17002200,7/20/98,2.805367712,0.724909582,6.926898959,0.350717623,0,0.528652108,0.443787251,7/24/98,3,1,331385,4860460,great plains,10380665.78,4.20624,627141.8942,0.794363423,1.989253714,0.488,16.15545557,13.3489281
56,19002600,Marion,Dakota,Lakeville                     ,Re-Survey,16-May-11,0.1302375,0.04983,0,0,4.2755952,0.538164,0,0,0.4395912,1.79388,1.6308,0.973044,0.1359,0.621516,17.221248,0.603396,2.9492112,0.349716,0,0,0.4200216,0,0.52095,0,0,0.149943,0,0,0,19002600,27134.86235,5792.72157,0,0,0,0,2,,NA,0.106860122,0.330788967,0,0.277789493,0.054069009,0.20356701,0.026925399,0,NA,NA,21,Marion,35,477683,4946077.8,704,38,3.80E+14,5083.034854,19002600,7/17/00,0.939538955,0.766365618,0,0.131314636,5.907460563,4.709865122,0.168610744,7/21/00,35,14,477552,4945870,eastern temperate forests,20570394.53,6.4008,2297847.577,0.534355977,3.201553076,1.985609756,16.83936344,14.64748341
57,19002600,Marion,Dakota,Lakeville                     ,Re-Survey,17-Jul-00,0.9966,0.0881991,2.1446379,0.1634424,2.5538328,1.0143576,0,0,1.127517,0.11778,0.2115057,3.5674656,0.4667712,0.3870432,5.8480488,1.0494198,5.3034069,0.6652305,0,0,0.378708,0.1255716,0.173952,0.097848,0,0.1933404,0,0,0,19002600,27134.86235,5792.72157,0,0,0,0,2,,NA,0.106860122,0.330788967,0,0.277789493,0.054069009,0.20356701,0.026925399,0,NA,NA,21,Marion,35,477683,4946077.8,704,38,3.80E+14,5083.034854,19002600,7/17/00,0.939538955,0.766365618,0,0.131314636,5.907460563,4.709865122,0.168610744,7/21/00,35,14,477552,4945870,eastern temperate forests,20570394.53,6.4008,2297847.577,0.534355977,3.201553076,1.985609756,16.83936344,14.64748341
58,21009000,Turtle,Douglas,Forada                        ,Re-Survey,5-Jul-00,3.1424157,0.1837368,0,0,1.06455,1.3840056,0,0,0.8933613,4.2639984,0.0184824,1.1505294,1.4098266,0.3982776,15.656133,1.2936321,5.73045,0.1220835,0,0,0.849828,0,0.224235,0.0044847,5.72592,3.813354,0,0,0,21009000,2557.24181,283.07396,0,0,0,0,1,,NA,0.19974282,0.042445977,0,0.175187625,0.023146735,0.489899259,0.069577584,0,218.04,16215.71,19,Turtle,38,313224,5071797.8,702,26,2.60E+14,1075.048297,21009000,7/5/00,1.342107986,1.035390939,5.837765903,4.307872208,17.10272305,5.582691865,0.208307737,7/31/00,10,7,313248,5071840,eastern temperate forests,4350583.507,5.7912,882377.3544,0.532345236,1.483729761,1.288333333,15.28582053,13.69037508
59,26004000,Elk,Grant,Hoffman                       ,Re-Survey,20-Aug-01,1.9811049,0.1390257,0,0,0.0277236,0.1355376,0,0,0,0.0777348,0,0.0862512,0,0.0024915,0.0254133,0.0119592,15.55602,1.1266563,0,0,0,0,1.7774361,0.0963984,0,0.6612441,0,0,0,26004000,3094.05215,0,0,0,0,0,0,,NA,0.156319734,0.089078468,0,0.050569393,0.012713954,0.662652809,0.028665643,0,206.59,17408.38,28,Elk,34,282379,5083065.3,702,23,2.30E+14,1365.462887,26004000,8/20/01,0.229264585,0.075935006,0,0.07969519,0.016761936,14.28955896,1.158861861,7/5/01,9,3,282315,5083120,great plains,5525854.357,8.5344,836040.8074,0.751731277,1.638490061,2.180789474,15.52494843,13.6364327
60,26004600,Lower Elk,Grant,Hoffman                       ,Re-Survey,20-Aug-01,18.25137,1.55379,0,0.1084482,0,0,0,0,0,0,0.46206,0.2302146,0,0,1.51302,1.2336549,2.265,1.6568475,0,0,0,0.1978704,1.89354,0.6678126,0,0.3851406,0,0,0,26004600,2156.6335,0,0,0,0,0,0,,NA,0.087554916,0.066191809,0,0.021003088,0.001594958,0.816568215,0.007087014,0,131.36,14317.95,13,Lower Elk,43,283854,5081962.3,702,26,2.61E+14,1538.587493,26004600,8/20/01,1.162610381,0.213839149,0,0,1.418434263,2.082454256,1.304294144,7/6/01,9,6,283782,5081970,eastern temperate forests,6226467.585,3.9624,531595.5296,0.882760024,1.687416301,0.648125,15.64431973,13.1836382
61,27000400,Penn,Hennepin,Bloomington                   ,Re-Survey,8-Jul-96,0,0.133182,0,0,0,0,0,0,0,2.080176,0,0.202944,0,0,0,0,0,0,0,1.076328,0,0,0,0.014496,0,2.06568,0,0,0,27000400,64.85143,0,0,0,0,0,0,,NA,0.023745872,0.951092939,0,0.021229753,0,0,0.003931436,0,NA,NA,7,Penn,40,475847,4965824.4,702,33,3.31E+14,1455.211108,27000400,7/8/96,0.12087718,0.17346284,0,2.400986733,0,0,0,9/9/96,2,0,475830,4965990,eastern temperate forests,5889053.973,2.1336,173772.1684,0.951092939,2.308816195,0.252222222,15.58860593,12.06550034
62,27002200,Diamond,Hennepin,Minneapolis                   ,Re-Survey,26-Jul-93,0,0.307134,0,0,0,0,0,0,0,0.0084711,0,0.2601126,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5428652,0,0,0,27002200,0,0,0,0,0,0,0,,NA,0.075024359,0.885352387,0,0.02955505,0,0,0.010068204,0,NA,NA,5.8,Diamond,40,478742,4971885.2,701,20,2.01E+14,682.8615968,27002200,7/26/93,0.206352182,0.23821302,0,0.009085378,0,0,0,9/7/93,8,5,478733,4971920,eastern temperate forests,2763453.893,1.76784,209263.1306,0.885352387,1.230605737,0.5775,14.83199187,12.25134774
63,27003400,Crystal,Hennepin,Robbinsdale                   ,Re-Survey,13-Jul-98,0,0.1275648,0,0.1054131,0,0.301245,0,0,2.6274,9.76215,0.24915,4.314825,0,0.3499425,12.985245,1.5503472,0,0,0,0,2.20158,0.064779,0.69762,0.115515,0,1.021515,0,0,0,27003400,1078.31995,0,0,0,0,0,0,,NA,0.076904415,0.916302766,0,0.006792819,0,0,0,0,NA,NA,39,Crystal,30,474165,4985920.6,701,20,2.01E+14,924.4034026,27003400,7/13/98,0.345639682,2.110113443,0,3.178332895,12.11359044,0,0.571528611,7/13/98,10,8,474208,4985990,eastern temperate forests,3740942.811,11.8872,320187.5632,0.916302766,1.243578137,1.055555556,15.13484823,12.67666224
64,27004000,Lake of the Isles,Hennepin,Minneapolis                   ,Re-Survey,5-Jul-95,0.1579158,0.1978704,0,0,0,0.2132724,0,0,0.2417208,0.2546313,1.77123,15.9003,0.414495,0.1714152,1.73499,0.1868625,0.5936112,0,0,0,0.146319,0.1564662,0.44847,0.0304416,0.971685,1.9997232,0,0,0,27004000,3762.47885,0,0,0,0,0,1,,NA,0.086300026,0.801985815,0,0.087405184,0,0.003322762,0.020986213,0,111.76,17925.2,31,Lake of the Isles,38,475572,4978120.8,701,20,2.01E+14,3279.461968,27004000,7/5/95,0.360095467,4.56291887,1.008791113,0.290871919,1.732134269,0.591745361,0.444344407,7/5/95,5,5,475787,4978030,eastern temperate forests,13271564.82,9.4488,452843.634,0.805308577,2.550123867,1.324861111,16.40113432,13.02330217
65,27006100,Champlin Mill Pond,Hennepin,Champlin                      ,Re-Survey,1-Jul-96,1.15515,1.569645,0,0,0,0.07701,0,0,0.03171,0.19932,0,0.074745,0,0,9.13248,0.631935,0,0,0,0.020385,16.1721,2.1053175,0.36693,0,0,2.92185,0,0,0,27006100,204407.7996,84182.24493,95461.47417,28497.92426,0,0,4,,NA,0.032303896,0.211183204,0.002819222,0.127813802,0.018387424,0.520264395,0.087228058,0,NA,NA,11,Champlin Mill Pond,40,468797,5003354.8,701,20,2.01E+14,66719.39734,27006100,7/1/96,0.72587424,0.062315063,0,0.230247264,8.723551908,0,0.327218803,9/4/96,7,5,469052,5003330,eastern temperate forests,270004901.6,3.3528,147143.8296,0.731447599,2.935109194,1.835454546,19.41395067,11.89916582
66,27006700,Bryant,Hennepin,Eden Prairie                  ,Re-Survey,2-Aug-94,4.2801252,0.41676,0,0,2.090595,0.5416068,0,0,0.9757167,0.2715282,0.6811761,4.5298188,0,0.0669081,6.53226,0.8894655,0,0,0,0,0.2003166,0.0373725,0.52095,0.0983463,2.70441,0.867042,0,0,0,27006700,21649.22634,1026.71662,0,0,0,0,2,,NA,0.07543746,0.660668071,0,0.205042972,0.004723225,0.015182916,0.038945356,0,176.7,17798.79,45,Bryant,24,466105,4969573.7,702,33,3.31E+14,5082.017243,27006700,8/2/94,0.892897276,3.279883899,2.712117323,0.323362188,6.250527292,0,0.532606475,8/2/94,17,10,466111,4969530,eastern temperate forests,20566276.38,13.716,718803.2732,0.675850987,1.804548202,1.743809524,16.83916322,13.48534299
67,27010400,Medicine,Hennepin,Plymouth                      ,Re-Survey,14-Jul-97,0.8461134,0.2250504,0.3023775,0.0731595,0.7035543,0.4437588,0,0,0.7403832,0.5266125,0.1370325,3.91392,0.2987082,0.1817436,8.6143386,0.0777801,0,0,0.16308,0.0867042,1.4529522,0.0518232,0.4586625,0.0289014,1.0479249,5.7078,0,0,0,27010400,52994.43911,17089.55586,3399.39013,0,0,0,3,,NA,0.093215426,0.752214414,0,0.099876925,0.001009228,0.01710289,0.036581117,0,929.75,48544.21,47.6,Medicine,24,466810,4984015.5,701,20,2.01E+14,11632.27425,27010400,7/14/97,0.595923297,1.953430743,0.984933189,0.701821871,7.255921437,0,0.388592031,9/4/97,19,9,466900,4983750,eastern temperate forests,47074332.03,14.50848,3744235.809,0.769317304,2.074026391,1.595639535,17.66723844,15.1357281
68,27011600,Rice,Hennepin,Maple Grove                   ,Re-Survey,11-Jul-94,5.07813,0.3479946,0,0.0438504,0.0554472,0.0578028,0,0,0.7199982,3.64665,0.4510974,4.1905218,0.2067039,0.0538164,10.9043442,0.3453219,0,0,0.1161039,0.04983,2.9456778,0.2551296,7.127502,0.6443472,1.456395,1.1480832,0,0,0,27011600,64385.56213,12917.67201,24522.98452,0,0,0,3,,NA,0.051655602,0.372046431,0.009994001,0.144094379,0.011720876,0.335491884,0.074996826,0,NA,NA,11.5,Rice,42,463358,4995741.3,701,20,2.01E+14,18399.3284,27011600,7/11/94,0.372042451,2.642345764,1.392704579,1.921973744,10.61086588,0,2.419803466,9/9/94,9,4,463200,4995810,eastern temperate forests,74459738.12,3.5052,1430079.387,0.707538316,3.291414921,0.7625,18.12576911,14.17324052
69,27016000,Long,Hennepin,Long Lake                     ,Re-Survey,8-Jul-96,7.7024043,0.9681516,0,0,0.0169422,0.46206,0,0,0.2457525,0.8243694,0.2638725,2.2377294,0,0.1290144,8.3798658,0.3703728,5.3907,0.1420155,0.0261834,0,1.3409253,0,0.5573259,0.3866808,0,0.3129324,0,0,0,27016000,12843.63099,9336.44144,0,0,0,0,2,,NA,0.089913457,0.248123203,0,0.291279439,0.01679706,0.30122247,0.052664372,0,286.24,20857.83,35,Long,24,456138,4981864.6,701,20,2.01E+14,6756.681812,27016000,7/8/96,1.385104477,1.236098395,0,0.934121414,8.736232851,5.002565715,0.607210578,7/8/96,14,8,456036,4981880,eastern temperate forests,27343430.56,10.668,1153314.631,0.549345673,1.635990109,0.974615385,17.12398686,13.95815064
70,27017600,Independence,Hennepin,Maple Plain                   ,Re-Survey,25-Jul-94,0.0293544,0.1217664,0,0.0654585,0.3611769,0.354699,0,0,1.2325677,0.9364416,1.7180025,4.54359,0,0.0499206,3.2164812,1.3233036,21.8273067,0.6081525,0.0313929,0.0003624,0.0569874,0,1.6683537,0.026274,4.2129,0.808605,0,0,0,27017600,35519.53246,29077.37536,14519.54544,1538.52814,0,0,4,,NA,0.120767627,0.086837362,0,0.20264617,0.028017933,0.450244113,0.111486795,0,814.66,38307.55,59.7,Independence,24,448879,4986696.3,701,19,1.91E+14,8409.426318,27017600,7/25/94,0.367069278,3.379914016,4.144488117,0.924159472,3.201805436,20.28217545,1.676322358,7/25/94,20,9,448816,4986500,eastern temperate forests,34031877.03,18.19656,3366987.52,0.537081475,1.84817656,1.210898876,17.3428082,15.02952899
71,27018100,Dutch,Hennepin,Mound                         ,Re-Survey,29-Jul-96,2.1039132,0.2056167,0.2822643,0.0328878,0.2154921,0.8349696,0,0,0.377802,0.0139524,0.6881976,5.4076422,0,0.2463867,1.6447977,0.3079494,0,0,0,0,1.4761005,0.1649373,0.0134541,0.0069762,3.6390396,0,0,0,0,27018100,5474.13972,0,0,0,0,0,1,,NA,0.093926091,0.126470571,0,0.32869386,0.028636608,0.308644171,0.113628699,0,172.72,16733.03,42.9,Dutch,24,446266,4977012.8,701,20,2.01E+14,1777.573466,27018100,7/29/96,0.930398494,2.76273661,3.52853039,0.016831368,1.717181235,0,0.014319743,7/29/96,13,5,446304,4976960,eastern temperate forests,7193613.37,13.07592,698973.6592,0.435114742,1.721363012,0.98125,15.78870416,13.45736834
72,27019900,Hafften,Hennepin,Rockford                      ,Re-Survey,19-Jul-93,0.48471,0.0338844,0.364212,0.43035,0.4277679,0.905094,0,0,0.23556,1.2236889,0.151302,2.2476048,0.3124341,0.1031481,2.21517,0.4614258,0,0,0,0,0,0,0.060702,0,0.4674054,1.6137672,0,0,0,27019900,0,0,2027.93939,0,0,0,2,,NA,0.144040768,0.08065871,0,0.170040542,0.031982499,0.490031816,0.083245665,0,36.69,4808.12,43.6,Hafften,30,446625,4993683.1,701,18,1.81E+14,434.8062017,27019900,7/19/93,0.806717949,1.66811054,0.910750208,0.95489738,5.041328629,0,0.054901142,9/15/93,11,5,446626,4993680,eastern temperate forests,1759605.308,13.28928,148479.2934,0.570690527,1.072141374,1.180487805,14.38060009,11.90820079
73,27068300,Taft,Hennepin,Richfield                     ,Re-Survey,25-Jul-94,0.57078,4.3171353,0,0,0,0,0,0,0.20385,2.8608762,0,1.6349676,0,0.0269082,0,0,0,0,0.33522,0.3874962,0.165345,0.9219003,0,0.0212004,4.210635,0.6066576,0,0,0,27068300,0,0,0,0,0,0,0,,NA,0.030964713,0.807392351,0,0.010655384,0,0.021867068,0.129120485,0,NA,NA,45,Taft,30,480250,4971066.9,701,20,2.01E+14,805.5386577,27068300,7/25/94,0.774461364,1.100064059,4.31243476,1.159980656,0,0,0,9/13/94,12,5,480274,4971090,eastern temperate forests,3259912.33,13.716,54834.953,0.829259418,1.260167365,1.258125,14.99721086,10.9120831
